FreeTime_2.4GHz,IntTime_2.4GHz,RxTime_2.4GHz,TxTime_2.4GHz,VendorStats.Glitch_2.4GHz,tx_Mbps-2g,rx_Mbps-2g,tx_err_ps-2g,tx_ber-2g,rx_pps-2g,tx_pps-2g,tx_Mbps_lag1-2g,rx_Mbps_lag1-2g,tx_Mbps_lag2-2g,rx_Mbps_lag2-2g,Noise_lag2-2g,tx_Mbps_lag3-2g,rx_Mbps_lag3-2g,Noise_lag3-2g,tx_Mbps_avg3-2g,rx_Mbps_avg3-2g,Noise_avg3-2g,tx_Mbps_avg5-2g,rx_Mbps_avg5-2g,Noise_avg5-2g,tx_Mbps_avg7-2g,rx_Mbps_avg7-2g,Noise_avg7-2g,DownlinkMCS,DownlinkShortGuard,Inactive,Noise,SignalNoiseRatio,LastDataDownlinkRate,LastDataUplinkRate,UplinkMCS,UplinkShortGuard,tx_Mbps,rx_Mbps,rx_pps,tx_err_ps,SignalStrength_avg7,SignalStrength_avg10
45.0,12.0,15.0,29.0,283.0,8.612,16.873,0.0,0.0,1397.667,1010.5,8.64,15.511,20.454,3.602,-95.0,23.94,1.82,-95.0,12.569,11.995,-95.67,14.56,22.224,-95.4,27.375,29.897,-95.57,7.0,1.0,0.0,-97.0,59.0,72200.0,72200.0,7.0,1.0,8.424,0.118,135.167,0.0,-38.0,-38.0
47.0,11.0,2.0,40.0,941.0,26.936,2.52,0.0,0.0,295.0,1644.8,11.002,8.029,10.017,16.166,-87.0,18.922,11.024,-87.0,15.985,8.905,-86.67,17.556,7.608,-86.6,13.223,10.251,-87.0,9.0,1.0,0.0,-86.0,30.0,96100.0,86700.0,8.0,1.0,0.075,1.897,161.833,0.0,-56.14,-56.2
65.0,12.0,2.0,21.0,1382.0,11.018,0.121,1.2,1.0891268832819023e-07,102.8,542.0,0.015,0.013,0.011,0.009,-90.0,11.018,0.121,-91.0,3.681,0.048,-90.67,3.681,0.048,-90.67,3.681,0.048,-90.67,8.0,1.0,0.0,-91.0,29.0,195000.0,216600.0,9.0,1.0,9.625,0.088,94.6,1.2,-61.67,-61.67
28.0,11.0,44.0,12.0,256.0,7.186,27.168,0.8,1.1132758140829391e-07,1597.2,556.2,4.508,21.878,0.319,35.699,-95.0,5.06,28.756,-96.0,4.004,28.248,-94.67,7.049,27.09,-94.8,8.818,29.468,-94.71,7.0,1.0,0.0,-95.0,54.0,72200.0,72200.0,7.0,1.0,0.129,7.785,633.0,0.333,-41.71,-41.8
36.0,22.0,3.0,39.0,1468.0,16.227,6.984,3.6,2.218524681087077e-07,613.4,1309.8,11.038,11.202,6.067,9.076,-92.0,8.731,15.078,-89.0,11.111,9.087,-89.0,11.901,9.108,-89.2,10.569,7.503,-89.0,8.0,1.0,0.0,-88.0,37.0,86700.0,96100.0,9.0,1.0,0.915,7.464,635.6,0.0,-51.57,-51.8
50.0,8.0,27.0,16.0,836.0,5.594,23.512,0.0,0.0,1924.0,692.4,33.703,4.821,43.402,20.019,-93.0,12.089,57.255,-92.0,27.566,16.117,-92.33,20.438,33.311,-92.2,16.278,36.317,-92.0,10.0,800.0,0.0,-92.0,47.0,258000.0,258000.0,10.0,800.0,0.039,6.191,504.6,0.0,-45.43,-46.8
53.0,9.0,13.0,26.0,1419.0,12.433,24.983,0.4,3.2172444301455804e-08,2143.0,1036.4,8.972,21.437,0.18,3.528,-90.0,0.179,6.302,-90.0,7.195,16.649,-90.0,4.36,12.273,-89.8,4.377,10.562,-90.0,9.0,1.0,0.0,-90.0,26.0,229400.0,141300.0,6.0,1.0,0.045,25.985,1895.6,0.4,-63.29,-63.4
63.0,12.0,17.0,10.0,445.0,8.338,10.354,0.0,0.0,908.6,736.4,18.577,5.056,20.552,4.53,-95.0,15.222,14.215,-95.0,15.822,6.647,-95.0,13.064,10.622,-95.2,9.917,12.745,-95.29,11.0,1.0,1.0,-94.0,47.0,286700.0,1000.0,0.0,0.0,4.178,3.965,347.0,0.0,-45.14,-46.1
64.0,11.0,2.0,24.0,273.0,20.141,4.915,0.0,0.0,487.8,1366.8,13.165,10.394,14.632,14.831,-94.0,14.252,19.647,-96.0,15.979,10.047,-93.67,16.061,15.913,-94.6,22.824,13.245,-95.0,9.0,1.0,0.0,-95.0,38.0,96100.0,96100.0,9.0,1.0,0.193,4.776,401.5,0.0,-56.29,-55.4
7.0,14.0,3.0,73.0,1013.0,62.631,1.098,0.0,0.0,975.2,4355.0,33.125,7.832,26.503,9.324,-95.0,11.272,18.781,-95.0,40.753,6.085,-95.33,28.347,11.495,-95.0,20.674,15.527,-94.43,7.0,1.0,0.0,-96.0,59.0,72200.0,72200.0,7.0,1.0,14.739,0.196,223.0,0.0,-37.14,-37.4
3.0,4.0,84.0,10.0,87.0,1.524,55.506,0.0,0.0,1099.0,1413.0,1.751,62.91,6.146,38.396,-91.0,16.154,0.101,-87.0,3.14,52.271,-89.33,7.935,32.165,-88.8,9.341,23.542,-88.29,11.0,1.0,1.0,-88.0,55.0,286700.0,286700.0,11.0,1.0,0.114,13.038,977.4,0.0,-32.71,-32.8
52.0,18.0,26.0,6.0,413.0,0.088,23.217,0.0,0.0,1257.2,75.0,0.729,20.329,1.438,3.652,-91.0,0.95,8.661,-91.0,0.752,15.733,-91.0,0.659,11.926,-91.0,1.678,10.35,-91.14,7.0,1.0,0.0,-91.0,48.0,72200.0,72200.0,7.0,1.0,1.988,3.994,368.8,0.0,-42.43,-42.4
49.0,18.0,19.0,14.0,1231.0,13.935,6.508,7.2,5.166846071044134e-07,143.2,700.6,30.558,4.844,36.619,0.525,-90.0,11.838,35.116,-88.0,27.037,3.959,-91.33,19.57,18.209,-90.2,23.78,14.558,-89.86,9.0,1.0,0.0,-92.0,41.0,96100.0,96100.0,9.0,1.0,0.039,0.686,64.8,0.0,-50.14,-49.6
37.0,22.0,31.0,10.0,1169.0,1.141,38.637,0.0,0.0,2739.0,387.0,5.297,18.882,5.478,6.429,-87.0,11.11,13.304,-86.0,3.972,21.316,-88.33,6.484,18.465,-87.4,6.348,29.769,-87.43,11.0,1.0,0.0,-89.0,53.0,286700.0,270800.0,11.0,1.0,2.657,0.03,32.0,0.0,-37.0,-37.6
43.0,7.0,9.0,43.0,521.0,22.43,14.955,0.0,0.0,1072.4,1878.6,25.134,14.183,30.073,4.287,-91.0,33.558,0.403,-91.0,25.879,11.142,-91.67,22.488,13.401,-91.2,19.332,16.29,-90.86,11.0,1.0,0.0,-92.0,60.0,286700.0,286700.0,11.0,1.0,1.967,11.191,900.2,0.0,-32.86,-33.2
31.0,14.0,23.0,31.0,827.0,1.543,29.99,0.0,0.0,2144.4,245.8,0.433,34.325,33.289,15.273,-85.0,43.234,12.181,-86.0,11.755,26.529,-85.67,23.952,20.941,-85.6,29.752,19.083,-85.57,7.0,1.0,0.0,-86.0,43.0,65000.0,43300.0,4.0,1.0,0.042,6.763,547.0,0.0,-42.71,-42.1
33.0,12.0,27.0,29.0,889.0,14.526,7.901,0.0,0.0,227.8,1089.6,12.084,7.194,8.836,14.918,-86.0,5.327,24.665,-87.0,11.815,10.004,-87.0,11.15,13.719,-87.0,16.532,11.45,-87.0,7.0,1.0,0.0,-87.0,46.0,72200.0,72200.0,7.0,1.0,0.155,9.596,780.6,0.0,-41.57,-41.5
52.0,7.0,38.0,6.0,1127.0,0.193,33.186,0.2,1.0362694300518134e-06,1214.0,150.2,0.131,21.944,0.366,25.58,-90.0,18.62,0.22,-91.0,0.23,26.903,-90.33,7.205,16.229,-90.6,5.754,13.958,-90.86,11.0,800.0,0.0,-91.0,62.0,286700.0,286700.0,11.0,800.0,0.044,14.181,1138.4,0.0,-29.0,-29.0
26.0,17.0,27.0,30.0,1107.0,27.87,9.008,4.4,1.57875852170793e-07,168.8,1300.2,8.571,0.114,9.298,0.128,-85.0,0.138,25.266,-85.0,15.246,3.083,-86.33,9.242,11.718,-86.0,7.448,9.299,-86.29,7.0,1.0,0.0,-87.0,41.0,65000.0,72200.0,7.0,1.0,2.231,5.403,475.0,0.0,-45.57,-45.7
44.0,13.0,27.0,15.0,690.0,20.164,20.375,2.25,1.1158500297560008e-07,117.5,1002.25,5.736,6.055,4.726,3.703,-91.0,8.925,3.881,-91.0,10.209,10.044,-91.67,9.913,6.827,-91.2,11.343,10.87,-91.0,11.0,1.0,0.0,-92.0,50.0,286700.0,286700.0,11.0,1.0,8.934,2.04,225.2,0.0,-45.14,-43.3
81.0,14.0,1.0,5.0,1054.0,2.479,0.033,0.0,0.0,31.0,114.6,2.946,0.041,3.209,0.034,-84.0,0.269,4.304,-84.0,2.878,0.036,-84.0,1.792,1.745,-84.2,1.321,7.952,-84.14,11.0,1.0,0.0,-84.0,36.0,286700.0,243700.0,11.0,1.0,2.479,0.033,31.2,0.0,-48.29,-48.2
52.0,9.0,3.0,36.0,611.0,35.26,0.442,0.0,0.0,320.8,2370.0,33.152,3.939,4.133,17.345,-88.0,0.386,21.572,-88.0,24.182,7.242,-88.0,16.131,10.329,-88.0,13.711,11.598,-88.0,9.0,1.0,0.0,-88.0,33.0,96100.0,24000.0,0.0,0.0,13.227,0.232,225.2,0.0,-56.29,-56.2
84.0,8.0,1.0,8.0,442.0,5.548,0.05,0.0,0.0,55.0,249.0,4.43,0.062,0.027,0.007,-91.0,0.599,3.805,-92.0,3.335,0.04,-91.67,2.714,0.79,-91.8,2.587,0.572,-91.57,10.0,1.0,0.0,-92.0,51.0,258000.0,286700.0,11.0,1.0,5.659,0.048,53.4,0.0,-48.43,-48.3
63.0,15.0,2.0,20.0,1261.0,19.075,0.119,0.0,0.0,133.4,823.8,15.328,0.106,15.877,0.103,-92.0,26.224,0.146,-92.0,16.76,0.109,-92.67,20.373,0.123,-92.6,15.987,0.104,-92.71,9.0,800.0,0.0,-93.0,31.0,229400.0,195000.0,8.0,1600.0,17.469,0.113,122.0,0.0,-62.0,-62.0
36.0,8.0,16.0,40.0,686.0,18.716,21.899,0.0,0.0,1715.2,1597.6,11.554,14.237,18.491,22.012,-92.0,12.822,17.941,-91.0,16.254,19.383,-92.0,15.253,18.235,-91.6,15.349,13.75,-91.86,9.0,1600.0,0.0,-92.0,47.0,216600.0,1000.0,0.0,0.0,0.08,11.429,947.8,0.2,-47.0,-48.3
57.0,16.0,19.0,10.0,974.0,6.027,18.463,0.0,0.0,69.6,306.4,4.582,14.346,0.355,0.017,-84.0,0.498,3.784,-85.0,3.655,10.942,-83.33,2.409,7.326,-84.0,1.803,7.235,-83.86,7.0,1.0,0.0,-83.0,36.0,72200.0,72200.0,7.0,1.0,0.043,18.451,1489.4,0.0,-46.86,-46.7
75.0,16.0,1.0,10.0,497.0,3.789,3.688,0.0,0.0,324.6,333.6,3.859,8.408,4.985,7.137,-91.0,5.792,11.224,-92.0,4.211,6.411,-91.33,5.178,6.695,-91.6,4.841,5.608,-91.57,7.0,1.0,0.0,-92.0,51.0,72200.0,72200.0,7.0,1.0,3.38,0.06,64.6,0.0,-42.0,-42.2
56.0,10.0,2.0,32.0,904.0,32.385,0.242,0.0,0.0,143.6,1683.2,6.041,9.431,0.263,15.603,-90.0,40.727,16.433,-90.0,12.896,8.425,-89.33,27.378,11.507,-89.8,31.745,8.984,-90.0,11.0,1.0,0.0,-91.0,58.0,286700.0,243700.0,11.0,1.0,24.781,0.127,141.0,0.0,-33.0,-33.0
29.0,8.0,46.0,18.0,444.0,16.014,37.205,0.0,0.0,3048.4,998.6,17.572,33.352,3.364,31.541,-90.0,15.817,25.691,-92.0,12.317,34.033,-90.67,21.597,26.27,-91.0,22.253,23.8,-91.43,7.0,400.0,0.0,-91.0,45.0,72200.0,72200.0,7.0,400.0,5.305,0.079,88.8,0.0,-46.29,-46.4
77.0,9.0,1.0,13.0,1411.0,18.891,0.128,0.0,0.0,133.2,816.0,3.961,26.685,0.297,24.127,-93.0,11.522,6.592,-94.0,7.716,16.98,-92.67,10.463,11.529,-93.0,10.595,8.269,-92.43,10.0,800.0,0.0,-92.0,63.0,258000.0,286700.0,11.0,800.0,12.076,5.342,535.8,0.0,-29.0,-29.0
67.0,14.0,15.0,5.0,658.0,0.187,13.678,0.0,0.0,757.2,151.8,3.898,13.693,5.31,4.254,-86.0,6.68,23.458,-86.0,3.132,10.542,-87.67,4.829,16.243,-87.4,25.224,12.809,-87.71,7.0,1.0,1.0,-89.0,57.0,172000.0,286700.0,11.0,1.0,0.097,11.038,913.8,0.0,-32.0,-31.9
53.0,7.0,12.0,29.0,613.0,20.388,6.485,0.0,0.0,681.0,1751.2,29.634,4.657,20.663,30.181,-93.0,32.55,31.648,-89.0,23.562,13.774,-93.0,25.136,16.006,-91.4,26.118,14.143,-91.57,9.0,400.0,1.0,-93.0,61.0,96100.0,96100.0,9.0,400.0,4.538,3.409,457.4,0.0,-37.14,-36.3
71.0,11.0,14.0,5.0,984.0,0.073,10.695,0.0,0.0,883.4,42.0,11.696,4.5,14.207,0.076,-91.0,1.231,0.019,-92.0,8.659,5.09,-91.67,5.443,3.059,-92.0,6.227,2.741,-91.71,9.0,1.0,0.0,-91.0,29.0,229400.0,206500.0,8.0,1.0,0.076,11.499,905.4,0.0,-63.0,-63.1
3.0,13.0,2.0,82.0,881.0,53.696,1.296,0.0,0.0,143.2,3989.6,56.954,1.225,30.626,8.823,-87.0,0.367,23.289,-86.0,47.092,3.781,-86.67,32.202,9.954,-86.4,30.208,8.974,-86.29,9.0,1.0,0.0,-86.0,37.0,96100.0,72200.0,7.0,1.0,0.069,0.805,75.8,0.0,-49.29,-49.4
64.0,9.0,22.0,6.0,630.0,0.114,28.109,0.0,0.0,2009.0,98.0,8.748,13.232,13.278,0.228,-91.0,3.21,13.242,-89.0,7.38,13.856,-89.67,5.089,12.896,-89.6,5.566,10.566,-89.71,11.0,1.0,0.0,-90.0,57.0,286700.0,286700.0,11.0,1.0,0.045,26.367,2002.6,0.0,-33.0,-33.0
56.0,12.0,24.0,10.0,575.0,0.151,20.45,0.0,0.0,1236.0,112.6,8.099,16.4,17.645,4.009,-95.0,24.653,16.258,-96.0,8.632,13.62,-95.0,17.13,16.22,-95.4,14.834,14.388,-95.29,7.0,1.0,0.0,-95.0,49.0,72200.0,72200.0,7.0,1.0,0.088,6.333,512.4,0.0,-46.0,-46.0
3.0,7.0,78.0,13.0,117.0,13.562,57.589,0.0,0.0,1589.6,1861.6,7.4,54.398,0.322,57.749,-96.0,0.898,41.851,-95.0,7.095,56.579,-96.33,4.616,46.15,-96.0,3.534,38.643,-95.86,9.0,1.0,0.0,-95.0,45.0,96100.0,96100.0,9.0,1.0,0.193,15.638,1275.8,0.0,-51.57,-53.7
84.0,8.0,1.0,8.0,367.0,2.524,2.731,0.0,0.0,239.2,240.0,0.832,18.096,0.053,12.227,-85.0,0.171,16.419,-83.0,1.136,11.018,-84.0,0.728,11.209,-83.8,0.993,13.428,-83.71,8.0,1.0,1.0,-82.0,51.0,195000.0,1000.0,0.0,0.0,0.033,2.373,206.167,0.0,-32.29,-32.3
83.0,14.0,1.0,4.0,413.0,0.441,0.014,0.0,0.0,11.2,27.6,0.443,0.015,0.087,5.921,-90.0,0.093,5.475,-89.0,0.324,1.983,-90.33,0.223,4.326,-89.4,1.461,5.057,-89.57,10.0,1.0,0.0,-90.0,40.0,243700.0,286700.0,11.0,1.0,0.464,0.011,14.6,0.0,-45.14,-44.2
3.0,6.0,3.0,88.0,303.0,36.243,6.28,0.0,0.0,514.5,2965.667,55.284,0.817,52.151,4.353,-94.0,32.22,4.201,-95.0,47.893,3.817,-94.67,41.606,3.927,-94.8,37.386,10.051,-94.71,10.0,1.0,0.0,-95.0,50.0,243700.0,286700.0,11.0,1.0,1.625,0.02,23.0,0.0,-48.0,-47.3
3.0,9.0,60.0,30.0,392.0,31.967,18.275,0.0,0.0,1686.2,2894.6,53.648,4.64,28.306,21.537,-92.0,0.227,56.588,-92.0,37.974,14.817,-91.0,23.34,28.378,-91.0,18.523,21.387,-90.57,7.0,1.0,0.0,-91.0,50.0,72200.0,72200.0,7.0,1.0,9.22,0.106,115.8,0.0,-42.0,-41.7
34.0,27.0,2.0,36.0,1330.0,11.225,4.665,0.0,0.0,78.0,682.0,8.472,8.875,4.441,6.885,-89.0,3.096,3.698,-89.0,8.046,6.808,-88.0,6.272,5.593,-88.2,7.363,6.621,-88.57,6.0,1.0,0.0,-89.0,57.0,149700.0,243700.0,10.0,1.0,6.156,0.066,68.6,0.0,-31.57,-31.8
36.0,25.0,20.0,17.0,1021.0,6.106,26.598,0.0,0.0,2286.6,544.8,6.903,15.063,9.427,0.105,-87.0,15.87,0.183,-88.0,7.479,13.922,-86.0,12.935,8.447,-86.4,10.973,9.738,-86.57,7.0,1.0,0.0,-86.0,42.0,72200.0,72200.0,7.0,1.0,6.117,0.092,105.4,0.0,-42.57,-42.8
45.0,11.0,38.0,7.0,595.0,0.559,51.598,0.0,0.0,3330.0,469.6,0.345,20.077,0.271,18.932,-86.0,4.195,15.871,-86.0,0.392,30.202,-85.67,2.8,23.25,-86.0,6.146,21.268,-86.43,7.0,1.0,0.0,-85.0,53.0,72200.0,72200.0,7.0,1.0,0.036,0.038,11.4,0.0,-33.43,-33.7
36.0,8.0,38.0,18.0,465.0,6.468,14.901,0.0,0.0,757.4,652.8,5.039,9.697,8.293,8.798,-86.0,10.483,2.667,-85.0,6.6,11.132,-86.0,9.14,13.355,-85.4,13.892,15.094,-85.86,9.0,1.0,0.0,-87.0,51.0,216600.0,219300.0,10.0,1.0,0.871,5.419,467.4,0.0,-36.86,-36.6
66.0,12.0,2.0,20.0,456.0,19.617,1.24,0.0,0.0,277.2,1066.8,6.328,29.211,6.204,24.712,-90.0,13.946,6.344,-90.0,10.716,18.388,-89.0,11.805,14.026,-89.4,10.637,15.048,-89.86,9.0,1.0,0.0,-88.0,27.0,96100.0,96100.0,9.0,1.0,3.192,10.219,899.8,0.0,-58.43,-57.5
51.0,10.0,2.0,37.0,758.0,26.543,0.422,0.0,0.0,394.0,1982.0,8.15,15.695,20.744,19.114,-88.0,22.695,3.874,-88.0,18.479,11.744,-88.0,18.695,9.023,-87.8,17.833,11.438,-87.29,7.0,1.0,0.0,-88.0,47.0,72200.0,72200.0,7.0,1.0,1.711,0.035,36.6,0.0,-40.57,-40.5
51.0,16.0,14.0,19.0,588.0,8.373,7.883,0.0,0.0,665.6,896.4,14.676,5.928,9.611,17.661,-95.0,9.232,18.783,-95.0,10.887,10.491,-95.33,12.408,11.959,-95.2,15.646,11.146,-95.43,9.0,1.0,1.0,-96.0,47.0,96100.0,96100.0,9.0,1.0,0.197,7.216,593.2,0.0,-59.71,-57.4
71.0,9.0,1.0,21.0,174.0,8.293,0.094,0.0,0.0,74.2,424.4,0.121,25.989,0.464,24.086,-88.0,14.601,0.13,-88.0,2.959,16.723,-87.67,7.269,10.157,-87.8,11.115,12.799,-87.86,11.0,1.0,0.0,-87.0,50.0,286700.0,270800.0,11.0,1.0,7.442,0.065,70.4,0.0,-37.29,-38.0
79.0,9.0,9.0,5.0,880.0,2.782,10.95,2.0,7.189072609633357e-07,948.4,176.4,6.94,0.061,5.907,0.066,-92.0,8.411,0.069,-90.0,5.21,3.692,-90.67,5.228,2.984,-90.2,3.749,2.938,-90.57,9.0,800.0,1.0,-90.0,59.0,229400.0,1000.0,0.0,0.0,3.01,11.004,904.4,2.0,-30.43,-30.5
66.0,12.0,15.0,8.0,282.0,2.68,3.077,0.0,0.0,290.0,235.0,9.342,10.21,7.744,12.729,-94.0,8.325,9.723,-96.0,6.589,8.672,-94.67,8.11,7.854,-95.0,6.52,10.713,-95.29,11.0,1.0,0.0,-96.0,53.0,286700.0,286700.0,11.0,1.0,2.539,0.026,28.6,0.0,-43.86,-43.9
70.0,12.0,1.0,17.0,494.0,12.232,1.301,0.0,0.0,140.6,906.8,11.129,1.631,10.323,8.527,-95.0,7.195,11.405,-95.0,11.228,3.82,-93.33,8.242,10.02,-94.0,7.579,16.144,-94.0,7.0,1.0,0.0,-91.0,43.0,72200.0,72200.0,7.0,1.0,8.319,0.132,151.8,0.0,-48.0,-47.8
65.0,13.0,17.0,6.0,833.0,0.15,15.054,0.0,0.0,8.0,142.0,0.172,19.086,0.085,16.685,-85.0,3.02,20.17,-86.0,0.136,16.942,-85.67,2.529,15.582,-85.6,3.241,11.886,-85.71,10.0,1.0,0.0,-86.0,57.0,243700.0,286700.0,11.0,1.0,0.006,0.006,5.0,0.0,-29.14,-29.1
83.0,11.0,2.0,6.0,289.0,0.485,3.864,0.0,0.0,332.2,56.6,0.479,3.814,0.63,9.745,-83.0,1.228,8.904,-83.0,0.531,5.808,-83.67,6.592,5.303,-83.4,8.476,8.124,-83.29,7.0,1.0,0.0,-84.0,34.0,72200.0,72200.0,7.0,1.0,0.469,0.021,23.0,0.0,-50.0,-50.0
63.0,10.0,22.0,6.0,1495.0,4.011,3.803,0.667,1.6629269508850663e-07,15.833,372.333,6.406,2.096,15.283,3.914,-91.0,19.391,0.223,-90.0,8.567,3.271,-90.0,10.128,3.171,-89.8,10.649,4.647,-90.0,9.0,1.0,0.0,-89.0,25.0,216600.0,121800.0,10.0,1.0,0.017,0.016,9.4,1.0,-64.29,-63.8
38.0,12.0,41.0,9.0,625.0,0.305,37.538,0.0,0.0,2072.6,235.4,0.316,45.28,0.263,76.067,-87.0,0.398,66.613,-87.0,0.295,52.962,-86.33,9.482,50.436,-86.4,20.487,39.238,-86.43,7.0,1.0,0.0,-86.0,45.0,72200.0,72200.0,7.0,1.0,0.044,10.16,822.667,0.0,-42.86,-42.7
43.0,8.0,34.0,15.0,348.0,5.72,15.404,0.0,0.0,961.8,752.8,7.906,9.653,6.501,7.59,-96.0,2.453,15.156,-96.0,6.709,10.882,-95.33,4.634,15.205,-95.6,8.373,13.684,-95.57,11.0,1.0,0.0,-95.0,49.0,286700.0,286700.0,11.0,1.0,1.746,3.044,279.0,0.0,-45.86,-45.7
84.0,9.0,1.0,7.0,188.0,3.852,0.053,0.0,0.0,60.0,186.4,12.24,0.073,13.476,0.07,-86.0,0.97,5.372,-87.0,9.856,0.065,-85.67,6.126,1.831,-85.6,15.73,1.844,-85.14,11.0,1.0,0.0,-86.0,46.0,286700.0,286700.0,11.0,1.0,3.852,0.054,60.6,0.0,-43.86,-43.8
78.0,11.0,5.0,7.0,1213.0,3.49,15.07,0.0,0.0,1311.4,388.0,12.304,17.145,22.053,16.305,-93.0,15.973,22.923,-94.0,12.616,16.173,-93.0,11.748,21.043,-93.0,9.247,22.479,-92.86,9.0,400.0,0.0,-92.0,40.0,96100.0,96100.0,9.0,400.0,3.012,0.059,60.4,0.0,-53.29,-52.8
60.0,13.0,21.0,7.0,482.0,2.569,11.072,0.2,7.785130400934216e-08,51.8,299.2,0.541,16.943,0.302,16.855,-89.0,0.12,15.029,-89.0,1.137,14.957,-90.67,0.746,14.556,-90.4,0.565,12.995,-90.57,11.0,1.0,0.0,-92.0,55.0,286700.0,286700.0,11.0,1.0,2.373,0.025,26.8,0.0,-40.86,-40.7
63.0,9.0,9.0,20.0,893.0,10.041,7.726,2.6,2.589383527537098e-07,177.6,815.6,5.55,2.861,15.056,2.27,-90.0,25.617,0.383,-91.0,10.216,4.286,-90.33,14.629,2.692,-90.8,15.418,3.654,-90.86,7.0,400.0,1.0,-89.0,40.0,72200.0,72200.0,7.0,400.0,0.123,5.763,470.6,0.0,-50.14,-49.9
60.0,10.0,13.0,17.0,671.0,12.577,10.305,0.0,0.0,533.6,861.4,0.224,7.8,2.29,17.77,-88.0,11.295,25.933,-87.0,5.03,11.958,-87.33,7.28,16.236,-86.8,6.341,15.87,-86.71,7.0,1.0,2.0,-86.0,47.0,72200.0,72200.0,7.0,1.0,0.196,4.92,402.8,0.0,-39.57,-39.7
58.0,13.0,10.0,19.0,866.0,4.699,12.168,0.0,0.0,1013.2,510.0,0.36,30.668,3.076,37.646,-90.0,4.677,24.384,-89.0,2.712,26.827,-87.67,3.699,26.976,-88.2,7.329,21.89,-87.71,6.0,1.0,0.0,-87.0,42.0,65000.0,72200.0,7.0,1.0,4.354,0.082,93.6,0.0,-44.57,-44.4
66.0,15.0,10.0,9.0,250.0,0.181,17.389,0.0,0.0,1450.667,139.667,6.139,18.661,12.023,9.108,-87.0,7.933,5.841,-88.0,6.114,15.053,-87.33,8.03,10.768,-87.6,10.834,7.796,-87.71,9.0,1.0,0.0,-88.0,32.0,96100.0,96100.0,9.0,1.0,0.191,8.907,737.2,0.0,-54.71,-54.2
15.0,11.0,60.0,14.0,517.0,5.112,33.148,0.0,0.0,73.2,408.4,12.758,41.788,18.028,45.973,-92.0,4.63,19.863,-93.0,11.966,40.303,-92.67,8.146,29.447,-92.6,10.432,22.059,-92.71,7.0,400.0,0.0,-93.0,47.0,72200.0,72200.0,7.0,400.0,0.126,34.272,2767.4,0.0,-46.29,-46.3
49.0,18.0,17.0,17.0,824.0,7.738,21.271,0.0,0.0,929.8,732.0,4.025,30.957,28.662,15.722,-86.0,33.636,5.448,-83.0,13.475,22.65,-86.0,19.571,16.663,-85.2,23.455,16.023,-85.86,7.0,1.0,0.0,-86.0,53.0,72200.0,72200.0,7.0,1.0,0.186,13.34,1083.4,0.0,-32.71,-32.9
59.0,11.0,23.0,8.0,273.0,4.29,17.161,0.8,1.864801864801865e-07,757.0,627.8,16.236,4.988,9.691,7.63,-95.0,0.333,29.912,-95.0,10.072,9.926,-94.67,8.949,17.39,-94.6,12.289,20.331,-94.86,7.0,1.0,0.0,-94.0,48.0,72200.0,72200.0,7.0,1.0,13.951,0.209,236.2,0.0,-46.0,-46.0
54.0,8.0,2.0,37.0,362.0,18.024,10.267,0.4,2.2192632046160676e-08,82.8,1127.4,15.481,22.044,7.117,19.06,-83.0,0.112,18.228,-90.0,13.541,17.124,-83.33,9.058,20.746,-85.8,12.972,22.924,-85.14,7.0,1.0,0.0,-84.0,35.0,72200.0,72200.0,7.0,1.0,7.264,11.113,1008.2,0.4,-49.0,-49.2
44.0,14.0,3.0,38.0,319.0,26.201,0.305,0.0,0.0,102.0,1739.8,13.867,0.199,8.769,0.096,-85.0,7.902,10.821,-86.0,16.279,0.2,-85.67,13.015,5.467,-85.8,14.606,9.788,-86.14,9.0,1.0,0.0,-86.0,45.0,229400.0,286700.0,11.0,1.0,10.288,0.087,98.0,0.0,-41.43,-42.0
55.0,13.0,15.0,18.0,938.0,13.56,5.257,0.0,0.0,203.0,895.8,13.562,6.973,19.451,10.567,-93.0,13.279,12.259,-93.0,15.524,7.599,-93.0,12.041,12.689,-93.0,10.638,16.114,-93.0,11.0,800.0,0.0,-93.0,46.0,286700.0,243700.0,10.0,1600.0,4.792,0.046,48.333,0.0,-47.0,-47.3
55.0,18.0,20.0,9.0,874.0,0.372,15.123,0.0,0.0,876.4,288.2,0.113,13.672,1.281,16.014,-84.0,15.783,0.196,-84.0,0.589,14.936,-85.0,6.402,9.041,-84.8,7.741,6.512,-85.14,10.0,1.0,0.0,-85.0,56.0,243700.0,286700.0,11.0,1.0,0.109,8.38,652.6,0.0,-29.29,-29.2
65.0,15.0,14.0,7.0,218.0,1.49,21.112,0.0,0.0,919.0,412.2,0.376,28.226,0.423,31.886,-97.0,0.975,25.614,-96.0,0.763,27.075,-94.33,6.101,25.275,-95.0,13.989,21.881,-95.29,7.0,1.0,0.0,-90.0,44.0,72200.0,72200.0,7.0,1.0,0.251,10.532,871.4,0.0,-46.0,-45.9
65.0,10.0,20.0,5.0,956.0,9.088,16.49,15.0,1.6505281690140846e-06,1450.2,436.2,13.675,0.075,2.124,15.076,-91.0,0.142,29.762,-90.0,8.296,10.547,-90.67,7.753,14.366,-90.6,8.919,12.876,-90.57,10.0,800.0,0.0,-90.0,61.0,258000.0,286700.0,11.0,800.0,8.298,19.373,1532.4,15.0,-29.43,-30.8
